claim_id,document_id,claim,evidence_status,conflict_status,source_id,internal_evidence_id,notes
CLM-B8-0378,SUP-MOKO-006,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0012,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0379,ENG-003,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0013,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0380,ZIP-0380,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0014,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0381,SUP-MOKO-001,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0015,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0382,ENG-MAT-001,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0016,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0383,ENG-MAT-002,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0017,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0384,ENG-MAT-003,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0018,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0385,ENG-MAT-004,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0019,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0386,ENG-MAT-005,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0020,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0387,ENG-TAG-001,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0021,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0388,ZIP-0388,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0022,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0389,ZIP-0389,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0023,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0390,ZIP-0390,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0024,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0391,ZIP-0391,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0025,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0392,ZIP-0392,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0026,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0393,ZIP-0393,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0027,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0394,ZIP-0394,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0028,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0395,ZIP-0395,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0029,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0396,ZIP-0396,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0030,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0397,ZIP-0397,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0031,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0398,ZIP-0398,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0032,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0399,ZIP-0399,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0033,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0400,ZIP-0400,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0034,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0401,ZIP-0401,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0035,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0402,ZIP-0402,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0036,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0403,ZIP-0403,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0037,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0404,ZIP-0404,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0038,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0405,ZIP-0405,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0039,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0406,ZIP-0406,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0040,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0407,ZIP-0407,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0041,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0408,ZIP-0408,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0042,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0409,SUP-MOKO-007,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0043,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0410,SUP-MOKO-003,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0044,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0411,SUP-MOKO-008,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0045,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0412,SUP-MOKO-009,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0046,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0413,SUP-MOKO-010,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0047,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0414,SUP-MOKO-008,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0048,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0415,ZIP-0415,"IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT. Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SOURCE CUSTODY / HISTORICAL CONTENT,"Does not establish r1.6 content, transmission, implementation, validation, manufacturing or final typography publication.",SRC-INT-B8-0049,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged; use the supplied r1.6 authority mapping for current content.
CLM-B8-0416,SUP-MOKO-004-r1.4,"HISTORICAL / SOURCE REFERENCE ONLY. Must not be rebuilt, transmitted or promoted as current.",ARCHIVE CUSTODY / NOT CURRENT RELEASE AUTHORITY,"Must not be rebuilt, transmitted or promoted as current.",SRC-INT-B8-0050,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged and reference through the MOKO lineage register.
CLM-B8-0417,ZIP-0417,"HISTORICAL / SOURCE REFERENCE ONLY. Must not be rebuilt, transmitted or promoted as current.",ARCHIVE CUSTODY / NOT CURRENT RELEASE AUTHORITY,"Must not be rebuilt, transmitted or promoted as current.",SRC-INT-B8-0051,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged and reference through the MOKO lineage register.
CLM-B8-0418,ZIP-0418,"HISTORICAL / SOURCE REFERENCE ONLY. Must not be rebuilt, transmitted or promoted as current.",ARCHIVE CUSTODY / NOT CURRENT RELEASE AUTHORITY,"Must not be rebuilt, transmitted or promoted as current.",SRC-INT-B8-0052,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve unchanged and reference through the MOKO lineage register.
CLM-B8-W0005,SUP-MOKO-004-r1.5,SUPERSEDED RELEASE CANDIDATE / PREPARED_NOT_SENT. No new local binary verification is claimed.,CONTROLLED_FOUNDER_INPUT / LOCAL ZIP BINARY NOT MATERIALISED,No new local binary verification is claimed.,SRC-INT-B8-0001,MOKO PREPARED_NOT_SENT; OPEN-DOC-005,Preserve the supplied identity and do not reconstruct or rehash it.
