claim_id,document_id,claim,evidence_status,conflict_status,source_id,internal_evidence_id,notes
CLM-B9-0031,ZIP-0031,"SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE. Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",CONTROLLED_INTERNAL / STATIC SOURCE ONLY,"Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",SRC-INT-B9-0011,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-ENG-001; OPEN-ENG-003; OPEN-ENG-004; OPEN-ENG-005,Use only under current Batch 2 engineering authorities and attach measured evidence before closing any gate.
CLM-B9-0032,ZIP-0032,"SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE. Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",CONTROLLED_INTERNAL / STATIC SOURCE ONLY,"Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",SRC-INT-B9-0012,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-ENG-001; OPEN-ENG-003; OPEN-ENG-004; OPEN-ENG-005,Use only under current Batch 2 engineering authorities and attach measured evidence before closing any gate.
CLM-B9-0033,ZIP-0033,"SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE. Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",CONTROLLED_INTERNAL / STATIC SOURCE ONLY,"Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",SRC-INT-B9-0013,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-ENG-001; OPEN-ENG-003; OPEN-ENG-004; OPEN-ENG-005,Use only under current Batch 2 engineering authorities and attach measured evidence before closing any gate.
CLM-B9-0034,ZIP-0034,"SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE. Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",CONTROLLED_INTERNAL / STATIC SOURCE ONLY,"Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",SRC-INT-B9-0014,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-ENG-001; OPEN-ENG-003; OPEN-ENG-004; OPEN-ENG-005,Use only under current Batch 2 engineering authorities and attach measured evidence before closing any gate.
CLM-B9-0035,ZIP-0035,"SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE. Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",CONTROLLED_INTERNAL / STATIC SOURCE ONLY,"Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",SRC-INT-B9-0015,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-ENG-001; OPEN-ENG-003; OPEN-ENG-004; OPEN-ENG-005,Use only under current Batch 2 engineering authorities and attach measured evidence before closing any gate.
CLM-B9-0040,ZIP-0040,"SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE. Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",CONTROLLED_INTERNAL / STATIC SOURCE ONLY,"Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",SRC-INT-B9-0016,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-ENG-001; OPEN-ENG-003; OPEN-ENG-004; OPEN-ENG-005,Use only under current Batch 2 engineering authorities and attach measured evidence before closing any gate.
CLM-B9-0041,ZIP-0041,"SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE. Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",CONTROLLED_INTERNAL / STATIC SOURCE ONLY,"Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",SRC-INT-B9-0017,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-ENG-001; OPEN-ENG-003; OPEN-ENG-004; OPEN-ENG-005,Use only under current Batch 2 engineering authorities and attach measured evidence before closing any gate.
CLM-B9-0042,ZIP-0042,"SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE. Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",CONTROLLED_INTERNAL / STATIC SOURCE ONLY,"Does not prove procurement, bench execution, measured result, component selection, Gerber availability or manufacturing readiness.",SRC-INT-B9-0018,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-ENG-001; OPEN-ENG-003; OPEN-ENG-004; OPEN-ENG-005,Use only under current Batch 2 engineering authorities and attach measured evidence before closing any gate.
CLM-B9-0048,ZIP-0048,"HISTORICAL PACKAGE / NOT CURRENT RELEASE AUTHORITY. Archive integrity does not prove bench execution, component selection, fabrication readiness or Product release.",ARCHIVE CUSTODY / EXECUTION NOT ESTABLISHED,"Archive integrity does not prove bench execution, component selection, fabrication readiness or Product release.",SRC-INT-B9-0019,OPEN-DOC-007; OPEN-VAL-B2-001,Preserve unchanged; use current Batch 2 authorities and open gates for engineering status.
CLM-B9-0049,ZIP-0049,"HISTORICAL PACKAGE / NOT CURRENT RELEASE AUTHORITY. Archive integrity does not prove bench execution, component selection, fabrication readiness or Product release.",ARCHIVE CUSTODY / EXECUTION NOT ESTABLISHED,"Archive integrity does not prove bench execution, component selection, fabrication readiness or Product release.",SRC-INT-B9-0020,OPEN-DOC-007; OPEN-VAL-B2-001,Preserve unchanged; use current Batch 2 authorities and open gates for engineering status.
CLM-B9-0054,COR-011,CURRENT FOR PACKAGE-GENERATION CONTROL / RELEASE STATUS SEPARATE. Does not close the historical source-manifest anomaly or authorise release.,CONTROLLED_INTERNAL,Does not close the historical source-manifest anomaly or authorise release.,SRC-INT-B9-0021,OPEN-DOC-002; OPEN-DOC-005,Apply to new controlled packages after payload freeze and independent verification.
CLM-B9-0226,COR-004,"HISTORICAL / SUPERSEDED BY LIVING WORK CONTROL REGISTERS. Must not override the living reconciliation, gate, evidence, source or supersession registers.",STATIC SOURCE CUSTODY / CURRENT STATE SUPERSEDED,"Must not override the living reconciliation, gate, evidence, source or supersession registers.",SRC-INT-B9-0022,OPEN-DOC-008; OPEN-DOC-005,Retain for lineage; use the 2026-08-28 living registers for current Work control.
CLM-B9-0227,COR-005,"HISTORICAL / SUPERSEDED BY LIVING WORK CONTROL REGISTERS. Must not override the living reconciliation, gate, evidence, source or supersession registers.",STATIC SOURCE CUSTODY / CURRENT STATE SUPERSEDED,"Must not override the living reconciliation, gate, evidence, source or supersession registers.",SRC-INT-B9-0023,OPEN-DOC-008; OPEN-DOC-005,Retain for lineage; use the 2026-08-28 living registers for current Work control.
CLM-B9-0228,COR-006,"HISTORICAL / SUPERSEDED BY LIVING WORK CONTROL REGISTERS. Must not override the living reconciliation, gate, evidence, source or supersession registers.",STATIC SOURCE CUSTODY / CURRENT STATE SUPERSEDED,"Must not override the living reconciliation, gate, evidence, source or supersession registers.",SRC-INT-B9-0024,OPEN-DOC-008; OPEN-DOC-005,Retain for lineage; use the 2026-08-28 living registers for current Work control.
CLM-B9-0232,COR-010,"HISTORICAL / SUPERSEDED BY LIVING WORK CONTROL REGISTERS. Must not override the living reconciliation, gate, evidence, source or supersession registers.",STATIC SOURCE CUSTODY / CURRENT STATE SUPERSEDED,"Must not override the living reconciliation, gate, evidence, source or supersession registers.",SRC-INT-B9-0025,OPEN-DOC-008; OPEN-DOC-005,Retain for lineage; use the 2026-08-28 living registers for current Work control.
CLM-B9-0233,ZIP-0233,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0026,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0234,ZIP-0234,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0027,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0235,ZIP-0235,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0028,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0236,ZIP-0236,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0029,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0237,ZIP-0237,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0030,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0239,ZIP-0239,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0031,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0241,ZIP-0241,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0032,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0242,ZIP-0242,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0033,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0244,ZIP-0244,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0034,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0245,ZIP-0245,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0035,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0246,ZIP-0246,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0036,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0344,ZIP-0344,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0037,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0345,ZIP-0345,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0038,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0346,ZIP-0346,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0039,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0347,ZIP-0347,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0040,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0349,ZIP-0349,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0041,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0350,ZIP-0350,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0042,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0351,ZIP-0351,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0043,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0352,ZIP-0352,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0044,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0356,ZIP-0356,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0045,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0357,ZIP-0357,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0046,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0367,ZIP-0367,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0047,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0422,ZIP-0422,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0048,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
CLM-B9-0423,ZIP-0423,"HISTORICAL OR SUPPORTING CONTEXT / CURRENT AUTHORITIES GOVERN. Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",STATIC SOURCE CUSTODY / CURRENT STATUS SEPARATE,"Does not prove current component selection, repository integration, validation, Gerbers, fabrication, transmission or release.",SRC-INT-B9-0049,OPEN-DOC-007; OPEN-VAL-B2-001; OPEN-DOC-008; OPEN-DOC-005,"Retain for audit history; use current Batch 2, Product, MOKO and living control authorities."
